topic,message,qos,retain,time_now,time_delta
l99/${deviceId}/evt/read,"[{""address"": ""%M55.4"", ""keys"": [""metric.transport_time""], ""value"": 0, ""_ts"": 1616701462181}]",0,0,1616701462.162119,0.0021750926971435547
l99/${deviceId}/evt/status,"{""connection"": ""online"", ""state"": 400, ""program"": ""emergent_pa_rc2"", ""step"": ""wait_for_sensor_one"", ""faults"": {""50"": {""description"": ""low ribbon"", ""hard"": false, ""added"": 665.941616643, ""updated"": 678.267908544, ""count"": 1225}}, ""cpu_time"": 678.259806155, ""utc_time"": 1616701462.1675906, ""build_no"": ""1.3.0.2"", ""_ts"": 1616701462182}",0,0,1616701462.1623628,0.00024390220642089844
l99/${deviceId}/evt/read,"[{""address"": ""%I0.6"", ""keys"": [""IN7"", ""product.sensor_one"", ""J1.12"", ""SX1.P6""], ""value"": 1, ""_ts"": 1616701468217}]",0,0,1616701468.224965,6.062602281570435
l99/${deviceId}/evt/read,"[{""address"": ""%I0.6"", ""keys"": [""IN7"", ""product.sensor_one"", ""J1.12"", ""SX1.P6""], ""value"": 0, ""_ts"": 1616701469022}]",0,0,1616701469.047482,0.822516918182373
l99/${deviceId}/evt/read,"[{""address"": ""%M55.4"", ""keys"": [""metric.transport_time""], ""value"": 0.10044640199998867, ""_ts"": 1616701469123}]",0,0,1616701469.100938,0.05345606803894043
l99/${deviceId}/evt/read,"[{""address"": ""%M55.5"", ""keys"": [""metric.printer_time""], ""value"": 0, ""_ts"": 1616701469124}]",0,0,1616701469.104477,0.003538846969604492
l99/${deviceId}/evt/read,"[{""address"": ""%M55.10"", ""keys"": [""metric.print_sig_time""], ""value"": 0, ""_ts"": 1616701469124}]",0,0,1616701469.10567,0.0011930465698242188
l99/${deviceId}/evt/status,"{""connection"": ""online"", ""state"": 400, ""program"": ""emergent_pa_rc2"", ""step"": ""print_job_with_dancer_arm"", ""faults"": {""50"": {""description"": ""low ribbon"", ""hard"": false, ""added"": 665.941616643, ""updated"": 685.215462158, ""count"": 1915}}, ""cpu_time"": 685.208093506, ""utc_time"": 1616701469.1158772, ""build_no"": ""1.3.0.2"", ""_ts"": 1616701469125}",0,0,1616701469.106507,0.0008370876312255859
l99/${deviceId}/evt/read,"[{""address"": ""%Q0.0"", ""keys"": [""OUT1"", ""printer.start_print"", ""J2.7"", ""SX2.P0""], ""value"": 0, ""_ts"": 1616701469223}, {""address"": ""%Q0.4"", ""keys"": [""OUT5"", ""tamp.air_assist"", ""J5.1"", ""SX2.P4""], ""value"": 1, ""_ts"": 1616701469223}]",0,0,1616701469.200366,0.09385895729064941
l99/${deviceId}/evt/read,"[{""address"": ""%Q0.5"", ""keys"": [""OUT6"", ""tamp.vacuum"", ""J5.2"", ""SX2.P5""], ""value"": 1, ""_ts"": 1616701469224}]",0,0,1616701469.204468,0.004101991653442383
l99/${deviceId}/evt/read,"[{""address"": ""%M55.10"", ""keys"": [""metric.print_sig_time""], ""value"": 0.10942671899999823, ""_ts"": 1616701469324}]",0,0,1616701469.3013928,0.0969247817993164
l99/${deviceId}/evt/read,"[{""address"": ""%Q0.0"", ""keys"": [""OUT1"", ""printer.start_print"", ""J2.7"", ""SX2.P0""], ""value"": 1, ""_ts"": 1616701469325}]",0,0,1616701469.3044312,0.0030384063720703125
l99/${deviceId}/evt/read,"[{""address"": ""%I0.2"", ""keys"": [""IN3"", ""printer.print_end"", ""J2.3"", ""SX1.P2""], ""value"": 1, ""_ts"": 1616701469326}]",0,0,1616701469.304854,0.0004227161407470703
l99/${deviceId}/evt/read,"[{""address"": ""%Z55.0"", ""keys"": [""web.take_up_motor.anti_twitch_counter""], ""value"": 0, ""_ts"": 1616701469326}]",0,0,1616701469.30521,0.0003561973571777344
l99/${deviceId}/evt/read,"[{""address"": ""%I0.13"", ""keys"": [""IN14"", ""web.dancer_arm"", ""J3.10"", ""SX1.P13""], ""value"": 1, ""_ts"": 1616701469526}]",0,0,1616701469.503,0.19778990745544434
l99/${deviceId}/evt/read,"[{""address"": ""%Z55.0"", ""keys"": [""web.take_up_motor.anti_twitch_counter""], ""value"": 1, ""_ts"": 1616701469526}]",0,0,1616701469.505936,0.0029358863830566406
l99/${deviceId}/evt/read,"[{""address"": ""%Q1.0"", ""keys"": [""web.take_up_motor_state""], ""value"": 1, ""_ts"": 1616701469928}]",0,0,1616701469.967794,0.46185803413391113
l99/${deviceId}/evt/read,"[{""address"": ""%I0.2"", ""keys"": [""IN3"", ""printer.print_end"", ""J2.3"", ""SX1.P2""], ""value"": 0, ""_ts"": 1616701470532}]",0,0,1616701470.509818,0.5420241355895996
